,review_id,user_id,business_id,stars,useful,funny,cool,text,date,Date_Only,Date_Hour
1248429,hU1WgKA1IzJdoCDmrDxDwA,-z2L3_8QgJv2qE1e5Y7N4g,ZqYyavcfs69iGVnpn5t9Fg,4.0,0,1,0,"This was a great character buffet breakfast at the Magic Kingdom and it is table side dining option but a pretty good buffet loaded with all sorts of breakfast food including a breakfast pizza and cinnamon buns that were delicious. We saw Winnie and friends and it turned out pretty nice. Highly recommended but you better get a reservation, you'll need it!",2017-12-01 18:16:35,2017-12-01,18
79377,Ykct-UX6ufIyMTSaXNY36w,_0Moeyapd9w9BY4d-fjShw,VGq9wu_ZtvonP1Rke4CxYw,4.0,0,0,0,"The 4 stars is considering it's a food court location. 
When I visit Lansdowne, I always order from R&H. Prices are very reasonable, and the quality of food is very decent for a food court place.

Don't come here and expect Michelin quality; it's definitely a solid place for XLB, beef noodles, dumpling etc., at reasonable prices at a food court.",2017-12-01 18:16:38,2017-12-01,18
2621169,gzuoRnkabR9Zmn3r0NxGSg,mOXFtCwMOdknboa-PK_uCg,hZzqvd8zUWAWfbuBmfyRCQ,5.0,2,0,1,"I've lived here for over 10 years and let me just say that there have been good times and bad times, but on the whole this place is a treasure! Our current manager Nikia is an absolute treasure and work orders get handled very FAST! This place is right on the bus lines and it's perfect for people who may want to downsize and live simply. I haven't had a car in years, but the buses are so very convenient to everything that it really hasn't been a bother to go to and from anywhere in Austin. I great quiet community with a tight group of neighbors, it's a perfect place for singles or young couples.",2017-12-01 18:17:01,2017-12-01,18
1241865,OioJsfp3Z6y-RowWevyJsw,c16K_tukv1IyF2Y5Z5cbWQ,5la-Tn7vDboCYVGm7edz7A,5.0,0,0,0,"Awesome place to grab a burger, establishment was clean and service was great. Gorilla Burger was awesome.",2017-12-01 18:17:14,2017-12-01,18
955329,Jl5lyN247Od_EjDjPLN1Rg,0ySRSQK09c91s5mVxOq7Ug,aBQZf88WwKwqZgqiKulgHA,5.0,0,0,0,"Flew in yesterday for a girls weekend and had time to kill.  Looked up this salon and was thrilled!  Loved the ambiance, decor, mimosas and chocolates.  Marina did a beautiful and careful job with my nails.  So meticulous and patient!  The rest of the staff was wonderful and accommodating.  Would definitely come back when I visit Austin again.",2017-12-01 18:17:21,2017-12-01,18
620939,zddN7aM8Oguxw6fLr_LAeQ,S0O-LrMPmx32cmGlU-eIrg,yRTwMbREScu8YhGaBfD1Bg,1.0,1,1,1,The fair was unremarkable and the dining room needs an acoustician to design wall and ceiling panels. I could barely hear my girlfriend from less than 2ft away.,2017-12-01 18:17:41,2017-12-01,18
1213577,K7PN1QTu34P0e83yw7n3zA,UxzeMNB3QtAerMZZJge_rA,4EV_ZcQmjAmP3pmO-_nb2A,5.0,0,0,0,"Came back to Miku for my anniversary after trying it out last year. If you're looking for high quality Japanese food this is the place to be! 

As usual the service is incredible and our server was extremely helpful and detailed in her explanations. We ordered the Kaisen which is a six course meal for $88 per person. 

Though like most high end restaurants where the portion sizing is generally quite small, the Kaisen was the perfect amount. Comes with starters, sashimi, appies, main, sushi, and then dessert. It's the chef tasting menu so it seems like it may change according to season. 

I love coming to Miku for a nice splurge every now and then. Great atmosphere and view and the food is absolutely fantastic. Can't wait to go back!",2017-12-01 18:18:44,2017-12-01,18
2343624,FnfSoDmkCt2rwC2cfJlDLA,XGhw--ExVxN8PPB78YCgWw,qE4LpUSg0xhgas97eKPaJQ,5.0,0,0,0,"Just had Frank Sgro from this company come and let me back in to my closet in my bedroom.  He was fast, efficient, courteous and entertaining. I would highly recommend Atlanta Fast Locksmith and Frank Sgro.",2017-12-01 18:18:48,2017-12-01,18
2070822,RTrms4FwqeEPpxA8Mi85SA,aFR9VMvaCY0iARFnYau1xg,61YuHDeVwvvjF-3-5t68Mg,1.0,3,0,0,By far the worst roast beef sandwich I've ever had! Paid over eight dollars for a super beef three-way took over 20 minutes to get it only to take about three bites to throw it away Absolutely cold all the way through cheese wasn't melted and roast beef was big fatty pieces and Bearly  chewable. Waste of my time and money never again.,2017-12-01 18:19:44,2017-12-01,18
1763737,oRNTnuVtUlOHesIsq6uBhA,xltiNJfUt4POYKfhNyZ_VQ,JNvWm61dJ9SRCcBasnwNvg,5.0,0,0,0,"Wow, man! What a fantastic spread, and very well executed. Be prepared to wait for brunch, but it's well worth it. Service is slow at times, cuz they tend to get overly busy.",2017-12-01 18:19:44,2017-12-01,18
372471,CWpp6HPwVmM6JNNxT3WmHA,dWfFbfj2elu6BdS0ZvjxgA,7KGTUD1vXV6yBanlPRZHPw,1.0,0,0,0,Shittiest car wash I've ever seen. The interior looks just as bad as when I dropped it off. There was no effort put into cleaning this car,2017-12-01 18:20:43,2017-12-01,18
2355533,c5JkuwaeTOix_ZllE29qTw,xltiNJfUt4POYKfhNyZ_VQ,p0Kok-Zr06fZWtBsYbrHfA,5.0,0,0,0,"Best damn Ramen I've possibly ever had! The guy is friendly and will engage you and your senses in a delightful/friendly conversation, if you're up for that sorta thing. Highly, highly recommend you check out this place!",2017-12-01 18:21:09,2017-12-01,18
2629549,eRTUnjjPLMDSMhADf0hSAg,G5_P_O7vOgULdQMLL8YmIw,jaAB9dUsVfqivrEOa4W3RQ,1.0,1,0,0,"I was really looking forward to trying this place, but was so disappointed. I decided to try the falafel and kofta combo plate. Ordering and food prep was quick, but the staff seemed very disinterested in helping the customers, even though I mentioned it was my first visit. First bad sign. The second bad sign was when I opened my lunch to find they gave me chicken shawarma when I ordered beef kofta...and I wouldn't even call it shawarma. Rather than thin, flavorful roasted meat cooked on a revolving spit, there were incredible dry, bland, overcooked scraps/chunks of white meat chicken. The cucumbers in the Israeli salad were bitter, and the whole lunch was soggy at the bottom from separated tahini or wet lettuce. The good news is that the pita, falafel and hummus were good, but I don't think I would ever come back - it was way overpriced and there are so many better Mediterranean options in the area.",2017-12-01 18:21:59,2017-12-01,18
327429,s5TIyGGGVIrm2Ir3H3UXqA,-Ns-D_cJU34O8wRjiOsRCg,n4lZtduRbgqg1RyeAIwnlg,5.0,0,0,0,I Love Denise she is very efficient my first experience after having acupuncture was awesome I felt very relaxed and most of the pain in my lower back was gone I have scheduled another session and I hope to continue to have positive results,2017-12-01 18:23:33,2017-12-01,18
51704,t_0yRd081pY7rlwiol5Oqg,vnoi3pKc-w6tLS8tcZf9-A,4JsZcnFjotN9M6UFWqZA3g,5.0,0,0,0,"This was probably the nicest pedicure I've ever received in my entire life, and it was only $25. Please give this place a try...I only wish I actually lived in Portland so I could be a regular.",2017-12-01 18:23:46,2017-12-01,18
1192146,Dn9qfhtRvjHLLsspbmpgGA,FKLxtSQsXfmazeBCU4D9yA,Kk_NDHsv75drldT28_EKaA,5.0,0,0,0,I ordered the vermicelli with charbroiled pork and egg roll through Uber and it was fantastic! The pork was great and the portion was pretty good sized. I also got a pork spring roll that was super delicious. I highly recommend!!!,2017-12-01 18:24:05,2017-12-01,18
2032255,q7zmGI4nhOKyAgkev4Pzmg,ehqPjRJy_Rs0DUl21vwbUQ,yO0dy-IsS0EiXuzNA8zvAQ,2.0,0,0,0,"Ray's on the River - Thanksgiving nightmare!
Overbooked as could be! Seating was 45 minutes late. Too crowded to move. So packed they didn't have enough food and after waiting in long buffet lines time and time again, serving trays would be empty. One person at the carving station! One! Ridiculous. No pumpkin pie, no regular cranberry sauce, no stuffing, turkey was dry as week old leftovers. Most of the other food was tasty and our server was nice, although he was mostly only clearing dishes. People were very aggressive, pushing, and crowding. Very disappointing Thanksgiving. It was our last visit.",2017-12-01 18:24:54,2017-12-01,18
333786,NcDpUmII9CRlPq6ko4sJQg,Nuca8LO9w99KfuT_ksuKqQ,YO2ZNZM1pccR0x_JVgYp3Q,5.0,0,0,0,"It's called Corona Coffee Co., because those who run it are shining stars of the local community. They choose to use only the freshest of locally sourced goods - to create some of the most delicious, delectable and amazing drinks, snacks and meals around Austin. A true diamond in the rough; Corona Cafe will continue to excel as a place where the customer comes first and freshness is guaranteed.",2017-12-01 18:25:04,2017-12-01,18
1750666,u0oPDfdEFNEHyOIo0XSdZA,3lbWUnZgx1Wzwn9amabi0w,Et0HD-EROCJZHfGAcYM7Ng,5.0,1,0,1,This place is just awesome and the most reasonable prices I've seen! They took my dog back and were super quick. Very friendly and I was out in a jiffy. Highly recommend and won't be going anywhere else!,2017-12-01 18:25:16,2017-12-01,18
1494649,jWG17wiW1LjlW2gG5n8Jqg,gC_r2nwPZM2GKVG3X1fQ2g,nuD6lJJm-Ljbz6CKL7_Ldw,5.0,1,0,0,"So I was having pain, dull ache that was getting progressively worse, went to my dentist and she put a crown on...Was still having pain, she referred me to Austin Center for Endodontics...Went in for evaluation, took X-rays , Dr Amin  showed me where the pain was coming from and said a root canal was in order....I was sweating it for a week until my scheduled root canal....Fear not anymore, I was in and out in about 35-40 minutes and was completely painless....Dr Amin and his staff were excellent...Highly recommended...!",2017-12-01 18:25:24,2017-12-01,18
901854,zJhclTdYYGamb58ieLhhBw,0XOVMcvzlfKRPqjbmCN5pQ,3o_B9uvzk36_XRLJYXzVZg,5.0,4,1,1,"I've only been here for coffee during the day. I keep meaning to pop in for evening beer and eats but it hasn't worked out so far. Maybe it will happen. 

But even so, I think this place is great. It probably says something that as I write this, I'm the Duke of ParkGrounds. I show up a lot. The people are 5 star friendly, the atmosphere is just about perfect and the coffee is good. 

Oh, yeah. There's a dog play area in the back. We are currently dogless but my wife and I have sat back there so she can get a dog 'fix.' It gets a bit scrappy at times, so I prefer inside on one the sofas.

Highly recommended.",2017-12-01 18:25:36,2017-12-01,18
2065171,Cs9eqiDDQws_qD4dvixrHw,RObL44WFmRDFRWtY7k7rcg,NfCytIzEsL0Tt_Sqw6W6Dw,5.0,0,0,0,"So I just gave Luke's Lobster a shot in their new Location located in the seaport District.

 I must say the Lobster Roll was one of the best I've had. 

I'm a huge lobster fanatic too. Without a doubt I'm going back. I also tried their clam chowder and it was delicious. 

Good eats you won't be disappointed if you are a true lobster head like me. Welcome to the neighborhood.",2017-12-01 18:25:39,2017-12-01,18
2031701,oWQBMv7U26B4290Dtm2U6A,54kBNzGp1qCuXoepo6PuCQ,Tf6aT_tKAyx4zdGxub6RiQ,5.0,0,0,0,"Love the Yakult drinks and unlike other bubble tea cafes, they actually have a legit kitchen staff in the back to serve real Chinese food. Try their avocado bubble tea and individual hot pot. 

The hot pot mural they have on the wall is legit!",2017-12-01 18:26:05,2017-12-01,18
917949,0ABH58kBxZdwvuzjZTxs5Q,-8pB3asSVOrbuCvnmAD-tw,VApq_NduLrcTtRuAEhh9Hg,1.0,1,0,0,"Ordered from here on Wednesday. They didn't have fried chicken prepared and said it would be a 15 minute wait. We asked if the wing basket and shrimp basket would be a 15 minute wait and the girl said no that she would just have to get it from the back. We ordered those items and paid. That was at 12:03 per my receipt. They didn't bring our food out until 12:25. They baskets were supposed to come with potato wedges but came with crinkle cut fries. When we questioned this, the girl said that is what they come with. They didn't have cocktail sauce and she tried to give me tarter sauce for my shrimp. My coworkers wings didn't have anything on them. The girl told her that she could take them back and refund my coworker. She told the girl no because we had already wasted most of our lunch time waiting. The customer service was awful. The food was barely edible and took too long for what it was. We will not be returning and will tell others not to waste their time...literally.",2017-12-01 18:26:07,2017-12-01,18
2033382,Jqse9KP2YR3lgxsqKaAN0A,XrlKWIj6DSaa3YC4cXXGSw,oxQwXvdl1HmIFacHdgcfnQ,5.0,0,0,0,Excellent food!  This is a perfect little diner.  The staff is very friendly.  Food is delicious and they are very fast.  It's greasy and doesn't make you feel very healthy but who goes to a breakfast diner looking for that!  If they ask you if you want a full or half portion say half.  Their full portions are enough to feed a family.,2017-12-01 18:28:27,2017-12-01,18
79374,ge_jfjOfPicLkq91p20Q0Q,ms2RDsN7Z9Tr2oVicjdTRA,Zg90qJF9EvASbqEARi3bZA,5.0,1,0,0,"I need to review this place because I agree with a few points other fellow yelpers reported. It makes me sad as well to see this place empty at times. Are people really going to yucky chipotle over this gem? This is as close to home cooking as it gets. It authentic and genuine. I get the carnitas, because damn it's good. They make a ridiculously good carnitas. Tender and perfectly seasoned. The pinto beans are always cooked thru to perfection, soft yet firm, never dry. The rice is perfectly seasoned. Never salty and always fluffy, firm yet tender. The homemade sauce ( the green one) is out of this world. It's mild with a good amount of flavor. Even the extra spicy is good if you are looking for a kick. Overall the fam that works there are the sweetest people ever. Always have a smile accomadating and never any attitude. They are fantastic. My only gripe, and legit my only, and I didn't take away stars for it, but I feel like it needs to made aware because another yelper mentioned it. The white dude (hate saying that but it's the only way to identify or rectify the situation) will give major attitude. We had words over the fact of me ordering extra sauce. He asked if I would like everything on my plate. I told him my specifics and said I will take extra sauce. As well he was prepping my food. I got a different, very spicy sauce, so I asked if they changed the sauce. He replied no you asked for extra sauce. Mind you, I have been coming to this establishment for at least 5 years I would say. During which time I was not aware that there was an EXTRA HOT sauce. Good to know. Then he reprimanded me and told me to not assume. Hmmm am I tho? Otherwise, help comes and goes and this was only recent and I don't hold it against the establishment, theres no reason, but it should be made aware that his lack of customer service could potentially reflect badly on the establishment.If you are expecting fake taco bell food, then yes you will be dissapointed. Stop eating cilantro with uncooked rice from chipotle and get some delicious food in your life. For reals you need to go.",2017-12-01 18:28:45,2017-12-01,18
619854,KvjvfwYTbHSw4-kfYxN7yg,n-jRewNqZagQXgSsGZX3gw,vYhVfEIyRyjN4jj-N_7iYg,5.0,1,0,0,"We came here for lunch around 12:30 on a Friday and the line was pretty long but went by super quick. The staff was friendly  and accommodating. I got ""The OG"" bowl which is made up of jasmine rice, sweet potatoes, daikon, and carrots with a peanut lime sauce that pulled everything together. I added pork and kale meatballs for protein and they were delicious. Lots of tables for seating upstairs with a nice ambiance. Very impressed!",2017-12-01 18:28:54,2017-12-01,18
925702,PDj2IppENgXEbtnz9t2RyQ,60vmybK0qjelPeF17z4Kww,tkRYbm3ObBL7sV7XfCwRfQ,1.0,2,0,0,"Very POOR customer service. In spite of prices I used them for years in spite of declining service, missing buttons and garment damage. The final kick was missing garments after date of pick up and on my way out of town. They seemed completely unconcerned at my distress. I have moved on!",2017-12-01 18:29:20,2017-12-01,18
393160,doJrhlBYZ5TNxIb3gp8www,IcXIdfowo2tOP29p9KX9rw,qo-ydnNTYVxQ5XeX5B0QJw,5.0,2,0,0,"Peter is a great coach.  I have been working out all my life but as I got older shoulder injuries became an issue for me and was slwoing down my workouts.  Luckily, I found impact and am now getting in better shape and the best part is I no loner have soreness in my shoulders.  Peter mixes in some ""Prehab"" work along with other exercises.  This is not your typical gym.  This is for people that want to get fit the right way.  If you want to get better, get motivated and workout with a group of awesome people then you need to visit Peter.",2017-12-01 18:29:28,2017-12-01,18
330003,CE37eEn90ihEO6hFL1aqaw,UuBmOLnCHDUP6bvb4pY1jA,SvlXLXX6XCBSUcuiwvY2Og,1.0,0,0,0,"just received our order, which was not correct...started of we like your food its fresh....explained we ordered chicken tenders "" no you didn't you ordered chicken wings"" me "" may i have your name, response "" never mind about my name get to the point we are very busy "" me "" no i told you who i am i want your name , response "" maryjane me well maryjane we will not be ordering from you again. reason your food might be fresh,your customer service treatment is horrible, this was the second time we had a issue with our food order.....we tried again ,hey everyeone can have a bad day....we get it. maryjane you are extremely rude you need csr training. real simple i'm sorry about the mix up on your order. the reason for our call which i never was able  to express was there was no receipt with our order and we wanted to beable to see who owed what for the bill...cause  the total did not match our new menu prices for our order. 36.50 we gave 41.00 , fyi we order food early because delivery is slow....is it because maryjane is to busy arguing with customers  i have  to select a star rating where is the star minus?? because a one star doesn't even apply to this place .",2017-12-01 18:29:59,2017-12-01,18
629135,vG8tsemCYaaho1IlYrDrCA,NiZjsnHM6zyPSGWtskwHsw,BSUDAiXd50PAkfFAztVpDw,5.0,0,0,0,"I went during the lunch hour, and there was a long line, but it moved quickly enough. The wait was made enjoyable by Kameel walking up the line and handing out free desserts and soup samples. The spicy lentil soup was maybe the best I've ever had. I got a lamb shawarma wrap with all 4 salads on it, and it was delicious. 

I'm from Nebraska, but this place makes me want to get a job in downtown Atlanta so I can eat here every week.",2017-12-01 18:30:06,2017-12-01,18
625235,82s0JOq2I_u-kQpQfCuLEw,utK6SyJ0iBCM1diomMMDpg,Khuq6Gc5acDnvTFN8gk32Q,5.0,0,0,0,"I live in Nashville but grew up in Orlando and had a few friends who had the most beautiful jewelry from this shop. After my boyfriend bought me my first Gypset necklace, I was obsessed! Every piece I've bought from here, whether it was a gift or something for myself, is stunning and I always get compliments when I wear them. When I finally got around to going to the physical shop I was blown away by the kindness of the employees and quality of every product. I had broken my first necklace after a night out and they even fixed it for me right on the spot. I'll definitely be back the next time I'm home!",2017-12-01 18:30:23,2017-12-01,18
904618,1C4IQfy_Eqt4ieAYc-BBfg,qmqmYe1EY_EagwFiZ4HR7A,riZX-EMMAXwbQHi_vBZQCQ,4.0,0,0,0,"Really solid Pad Thai. For $9 you get an entree and your choice of soup or salad. The entrees rotate, usually. I typically go with a medium spice level. It's enough to warm your tongue, but it won't ruin your afternoon. The service is friendly and fast, and the line is never crazy. All around great spot for lunch downtown.",2017-12-01 18:30:52,2017-12-01,18
70981,JbPa9yvmpLdpX8sCgA-_zg,9ldrJbrKaVkoIacQBRJdiw,50vfUjCx0_8DYK4VT1n_wg,5.0,0,0,0,"Marlon was a gem! Very informative and funny, definitely glad we decided to do this last minute. My 14yr old and I enjoyed it very much. Thank you!",2017-12-01 18:31:29,2017-12-01,18
2060993,I1MN9FIx4pLfjGcL7aCRGg,O90vtDOGrXHcqsQe0ej4qg,wMVIMUfBQa5ijR_ZLr_67Q,1.0,0,0,0,"This was by far the worst experience I have ever had at at USPS, however nonexistent customer service is popular across the board for USPS (likely because no matter what, it will always be a place people need to go for one reason or another). 

I walked in, no one said hi, that's fine. I was a bit flustered because I did not know what I was doing, so I just grabbed a box and stuffed my item in there and went to the counter to checkout & make sure that what I was doing was correct. While I waited, I noticed the women seemed nice to other people so I felt some relief. Well, I was wrong. I was still flustered and I was like I'm not sure if this is right and she was like no, you need a box from over there...okay? To me, the boxes look the same. She also went on to tell me I needed tape to attach the label. Apparently postal workers are stingy about tape, but I still grabbed some. She then just there. I had no idea what to do and she became agitated and rude (I wasn't doing anything wrong, I was just confused about what to do and it would have taken less time for her to be nice instead of making me feel ashamed). I walked out because I was in tears at that point because she was making me anxious. I still had the tape in my hand (literally on the verge of a panic attack, I don't need your tape so relax) and I put it down and had to run out while having a full blown panic attack.

I got into the car and I was sobbing. After explaining the situation, I asked my friend to go take care of the package for me because I was not going back in there nor would I ever return. She went in and was met with glares, even another customer was snickering at her because they knew she was with me. Kayla, the employee, continued to be disrespectful and rude.  For some reason, she decided to flip the script and told my friend it was the right box & she could use their tape. She continued to be ignorant and huff & puff.

USPS employees have a culture of being unhelpful and ignorant which is very sad. I read some other google reviews about this USPS store and it sounds like many people have had similar issues with a female employee (likely Kayla, if that's even her real name).  She shamed and embarrassed me. If you do not like working with people who may not know everything, don't do anything involving customer service - it's that simple. You are not better than anyone for being a postal workers, but congratulations on your lack of empathy and helpfulness.",2017-12-01 18:32:06,2017-12-01,18
366891,MqySyiyIJK1jFd80x_4fyg,1wG_QyDeiEXg4OSHcf9TMQ,ki6qk2hoNS_HagBz3LEZuw,2.0,2,0,0,"The vibe is cool. I like the basketball/skee-ball games - those add a bit of fun to the place. The drinks list is quite good but the prices are high. 
The food (crispy chicken sandwich, onion rings) was a bit lackluster. The onion rings were greasy and the chicken wasn't crispy. The weird lunch tray it came on made it look tacky as well. Not worth the $17 I paid for it.",2017-12-01 18:32:42,2017-12-01,18
2614137,Sr7YETXjasP7k-htyeyOyw,OIFw7RKFU6KeX2_bLXYmWQ,plEh_VdvGNzu2i-cwGDUHw,4.0,0,0,0,"Not bad. I thoroughly enjoy fresh fish and Poke. I've had it in so many different cities across the  nation and was very excited to  try this place. It's a clean, modern restaurant with plenty of warmth. You'll find the food to be fresh  and delicious.",2017-12-01 18:32:57,2017-12-01,18
194324,QmWGrv0yhgOYAUULU2UMbw,g_HMPPvkJpYbpbfv84WhrQ,2Ku5f8dfaGU_ldkxcMWKgg,4.0,2,0,0,"First time trying this place. I ordered through Lunch Drop and it was delivered to my work place. 

Reading other reviews I was a little hesitant because there were a few that mentioned skimpy portions for the price so I was pleasantly surprised when I opened my Beef Shawarma Wrap to find that this was not the case at all. I ordered the smaller one, the 8 inch wrap, and there is no indication of this item being skimpy at all. This wrap is packed with delicious beef in a fresh pita bread and well proportioned fresh veggies.  I asked for some tzatziki which they gave me and it is as delicious as I read in a previous review. I am not disappointed, in fact I will have to go to this restaurant and try some more menu items.

The beef in this wrap is absolutely delicious! The flavor combination is dynamite. I love the addition of the pickles.",2017-12-01 18:33:11,2017-12-01,18
1294516,R2CbkM3I-f33lEBYxdwpBg,qoefyyNM_38KlxsQyKuX1A,Cg8nZps6Hi3uTP0o1EHYDg,1.0,1,0,0,"I wasted two months of potential healing by going to Dr. Orahood. The only good thing he did was order an MRI on my foot, which showed that I had two torn tendons. His advice on treatment was time. And pay $75 for laser treatments. When asked how the laser treatments would benefit my situation, he could not explain the benefits of the treatments or how they work medically.  Was told ""we don't really know all the answers, some patients just find it helps"" (these are the same laser treatments used to cure toe nail fungal.. not torn tendons).  After 5 treatments and $375, I stopped them. I took my MRI images and went to a board certified doctor with Legacy. Within the first 5 minutes of the visit with the new Dr, I was explained in full detail my injuries and the structure of my foot and that my injuries would only get better with surgery. They were torn beyond ""time healing"" or any ""laser treatments"".  I got more education from my new doctor within 5 minutes, than I did in the two months with Dr. Orahood. When I asked Dr. Orahood about surgery he said it wasn't worth it, just needs time. Two months later, over $2000 in medical bills and I am starting over with a new doctor. I am no closer to healing. Now I can't get in for surgery until end of January, so get to wait another two months before I can start the 6-8 month healing process. Beyond Frustrated!",2017-12-01 18:33:35,2017-12-01,18
2423350,T5AJLBbrSA5bSosEat-96A,_0Moeyapd9w9BY4d-fjShw,gRaH6Xnvr0fI7JvjrfUz5Q,4.0,3,0,0,"We went on a groupon, for which I had a discount for.. so it was $24 for too much food for 2 people.

We went in a Thursday night, and there were a few parties at the restaurant when we arrived (it's a very small place). The Groupon voucher redemption was quick and painless, and the server warned us to get ready to be served a lot of food. Despite the warning, we still managed to order two rather large draft beers.

A comfortable 10-15 minute wait later, our appies started to come in - deep fried pickles, cornbread with cinnamon honey butter and hush puppies. 

The deep fried pickles were interesting for sure - dill pickles (that you typically get with a sandwich) lightly battered and fried. It came with a chipotle aoli. I think the flavour of the dill pickles themselves pretty overwhelmed all the other flavours for me, but the batter was very light and crispy. Large portion (we got like 5).

The cornbread and hush puppies came together. I love corn bread, but this one was just too dry. The butter helped a bit, but it still didn't really quite save it. The hush puppies on the other hand was excellent - they tasted pretty fresh, and I loved the sweet and spicy kick it had.
We tried our best to finish the 2 slices of cornbread and 4 hush puppies.

The meat platter came next while we were playing catchup with the appies. There were pork ribs, brisket, BBQ chicken, and a pulled pork sandwich, as well as navy beans, fries and coleslaw as sides.

I'd say that the meats were decent. They all had a smoky flavour to it, but if I were to be honest, they all kind of started to taste the same. I do recall some pieces of meat were a bit dry (probably the brisket).. but the homemade BBQ sauce helped. The chicken was more moist. The pulled pork was ok. The navy beans I thought were really good though.. probably because I tasted cumin in it, and I love cumin! :) The fries were really good too, if not a bit too salty..

Service was friendly!

I'd say for the prices we paid, this restaurant was definitely worth the visit. I'd probably come back!",2017-12-01 18:34:22,2017-12-01,18
805122,Cph_FpNxe9jH38xtD5eCUw,-knxg3ZwObc77tEKnNdL7Q,zMJPDQReNlwixMGEGUQWNQ,5.0,10,9,8,"Wow. Thanks to Dr Kraus' compounds, I'm now acne free. I wanted to wait a while to see but it's been 6 weeks and the times when I would usually get a breakout, I haven't experienced any! 

In the past, I've tried prescription pills with awful side effects and eventually I stopped taking them and decided to just live with my skin. 

During my visit, he looked at my face under some sort of light and quickly diagnosed my issues and he offered me options depending on my lifestyle and outcome I needed. He told me what he would try and tbh, I was skeptical because I have suffered from shitty skin since I was a teenager and I was certain I would have to deal with it for the rest of my life as it seemed like nothing worked.  
I have been using the compounded products diligently and as instructed and I'm happy to say, it's working. Dr Kraus is a gem and although i have to say the compounds are a bit spendy, they are worth it. Now I can bask in all my flawless skin glory.",2017-12-01 18:34:47,2017-12-01,18
358958,OlzYu1N9MEaQ4M8orzd23g,EmO0RhxGtbZj7QslX3g5uA,cii8UBQ9YlbKxEs4orjwEg,5.0,0,0,0,"When someone goes above and beyond they get my repeat business!  Jen was so nice and helpful and shared my excitement when I found rugalulach in their pastry case.  She even made me a custom package to go!  
The food was great and served fast.",2017-12-01 18:34:56,2017-12-01,18
621821,M4S96ech2U9ISunY_EgmTw,bI6K69Ib14ocvdMWvV1UBg,-oun-dnrRXlaE0c3p0angw,3.0,0,0,0,"Happy Lamb is a hot pot restaurant. They have a pretty good lunch special at $12.99 which is what we came for. This meal came with a lot of variety and definitely enough food. The staff are nice enough but the service is altogether very slow. It took us a while to get greeted and seated, to put in our order, and to get refills on water. We did come at around 2pm so maybe they were off there game (there was no wait though).

-LUNCH HOT POT SET: We chose the half and half broth, and it was great to have both! The spiciness of the red one was a little too much for us so we took out most of the peppers so it didn't make the broth spicier. The bone marrow side was really tasty with the perfect amount of saltiness. We chose lamb for our meat, which I'm not sure was frozen enough for us to dip. It fell apart really easy so we weren't able to swish the meat like we like. Though the garlic in the bone marrow broth is amazingly soft.
-LAMB SKEWERS: Not the cumin flavor I was expecting but it was okay.
-MEAT PIE: Expensive for what you get. It's very small and thin. 
-SAUCES: They did say we probably wouldn't need the sauces but I usually like it at hot pot places. However, these sauces were terrible (we just didn't take the warning). We got the garlic and sesame sauces. And don't get me wrong, we absolutely love garlic, but the garlic sauce had a raw taste. The sesame sauce was more a creamy sesame sauce that was kinda strange to use. 

I really wanted to like this place but my experience here was very mediocre. While the hot pot broths were tasty and the variety was great, the other dishes and service was lacking. All in all, Happy Lamb was an okay hot pot location for me, but the combined experience was disappointing.",2017-12-01 18:35:32,2017-12-01,18
1563840,oaYK8wnNiRYJzGIBY8Hqsw,CimbWJOB1oX0VhYar-Lcfw,TiA1fZEhh6fIkZUZ7bQVtA,5.0,0,0,0,Fantastic experience here. The employees are super friendly and easy to talk and communicate with. The food is amazingly good. The chili was some damn good chili. You get what you pay for and it's all worth it!,2017-12-01 18:35:53,2017-12-01,18
2346779,3xnZOeUkrHPOllHfpAjINQ,aFR9VMvaCY0iARFnYau1xg,qZvg1nf5e5oOzGoliVv0jw,3.0,0,0,0,Years ago when they first open the food was great and huge portions though the years it has gotten bad  and is below average smaller portions and dining area  is borderline clean .,2017-12-01 18:36:07,2017-12-01,18
2044249,QapOX6JfVdtzS3gzJGiQCA,2jaku7kMFQmVpDx2nWuQBw,-r3_DVHbUeJdSYv3seiv4w,2.0,0,0,0,"The Thai curry bowl was not good - 80% noodles covered in a greasy sauce that barely tasted like curry, hardly any toppings and the ones there weren't mixed in with the noodles well. Definitely not worth $10 and the 20 minute wait didn't help either.",2017-12-01 18:37:03,2017-12-01,18
1228191,QDaTakfnI3IGCndMDTbgWg,3lbWUnZgx1Wzwn9amabi0w,o0L9jt4pwfwiuFZGHLKvTw,5.0,1,0,1,This fabulous lil gem gives us hope for Orlando's bar scene. Beautifully decorated and spacious the drinks are awesome too! The bartenders are super helpful and friendly! Try the frozen rose and don't try to come in wearing casual street clothes!,2017-12-01 18:37:25,2017-12-01,18
230022,7GeQOgDJLURM6NzPVsQCFA,qCEBhp6Sk0UktNEfAKQauQ,22hj4BnHMOmQDfnwyGSANA,1.0,5,0,0,"The restaurant is not busy at all at 1:31 pm. I have been standing by the front door for 15min and nobody got me seated. Seriously?  Waitresses were just dealing with the check in front of me the whole time. Honestly if you come, just pick shoya. Never be back again",2017-12-01 18:38:01,2017-12-01,18
